cid,fid,pid,x1,y1,w,h
1,6899,15,132,41,27,"59
"
1,6900,13,83,109,23,"32
"
1,6900,14,84,52,23,"58
"
1,6900,15,133,40,27,"59
"
1,6901,13,82,108,25,"32
"
1,6901,14,84,51,22,"63
"
1,6901,15,133,41,25,"58
"
1,6902,13,83,108,25,"33
"
1,6902,14,83,49,24,"62
"
1,6902,15,133,41,24,"63
"
1,6903,13,83,108,24,"33
"
1,6903,14,84,51,22,"64
"
1,6903,15,134,42,24,"63
"
1,6904,13,82,109,25,"30
"
1,6904,14,83,50,23,"61
"
1,6904,15,134,43,24,"61
"
1,6905,13,83,106,24,"35
"
1,6905,14,83,50,21,"60
"
1,6905,15,136,46,24,"61
"
1,6906,13,84,108,23,"31
"
1,6906,14,83,50,23,"59
"
1,6906,15,136,46,23,"62
"
1,6907,13,83,107,23,"35
"
1,6907,14,83,48,21,"60
"
1,6907,15,137,47,22,"63
"
1,6908,13,84,110,22,"31
"
1,6908,14,82,47,22,"59
"
1,6908,15,137,47,23,"62
"
1,6909,13,84,110,22,"32
"
1,6909,14,82,46,21,"59
"
1,6909,15,138,48,21,"63
"
1,6910,13,82,108,23,"33
"
1,6910,14,81,43,21,"63
"
1,6910,15,136,49,23,"61
"
1,6911,13,82,108,24,"34
"
1,6911,14,80,45,22,"60
"
1,6911,15,139,49,22,"60
"
1,6912,13,83,108,22,"35
"
1,6912,14,80,44,22,"60
"
1,6912,15,139,50,22,"61
"
1,6913,13,83,108,23,"33
"
1,6913,14,80,43,23,"61
"
1,6913,15,138,50,25,"63
"
1,6914,13,84,107,23,"36
"
1,6914,14,80,41,24,"61
"
1,6914,15,137,51,26,"64
"
1,6915,13,82,108,24,"33
"
1,6915,14,79,42,23,"62
"
1,6915,15,139,51,23,"64
"
1,6916,13,84,107,22,"36
"
1,6916,14,77,43,25,"59
"
1,6916,15,139,53,23,"65
"
1,6917,13,81,108,25,"34
"
1,6917,14,77,41,25,"63
"
1,6917,15,138,54,28,"66
"
1,6918,13,83,109,24,"33
"
1,6918,14,75,40,27,"61
"
1,6918,15,139,54,27,"64
"
1,6919,13,81,110,26,"31
"
1,6919,14,76,39,24,"63
"
1,6919,15,139,57,26,"63
"
1,6920,13,82,108,25,"30
"
1,6920,14,75,39,25,"62
"
1,6920,15,140,59,24,"62
"
1,6921,13,82,109,25,"32
"
1,6921,14,75,39,25,"57
"
1,6921,15,139,58,26,"63
"
1,6922,13,83,107,24,"33
"
1,6922,14,73,37,26,"60
"
1,6922,15,139,58,27,"61
"
1,6923,13,83,110,26,"32
"
1,6923,14,74,36,24,"62
"
1,6923,15,141,58,25,"61
"
1,6924,13,82,108,26,"32
"
1,6924,14,75,35,23,"62
"
1,6924,15,141,58,26,"63
"
1,6925,13,81,109,27,"32
"
1,6925,14,72,34,26,"64
"
1,6925,15,141,59,28,"63
"
1,6926,13,81,108,25,"32
"
1,6926,14,72,33,26,"61
"
1,6926,15,141,57,26,"64
"
1,6927,13,82,109,27,"33
"
1,6927,14,73,33,24,"63
"
1,6927,15,141,58,27,"65
"
1,6928,13,82,108,25,"34
"
1,6928,14,70,34,27,"64
"
1,6928,15,141,60,27,"62
"
1,6929,13,81,108,26,"33
"
1,6929,14,72,33,24,"64
"
1,6929,15,143,62,25,"61
"
1,6930,13,82,108,24,"34
"
1,6930,14,72,32,24,"60
"
1,6930,15,143,63,24,"61
"
1,6931,13,82,109,25,"29
"
1,6931,14,70,31,25,"62
"
1,6931,15,144,64,25,"64
"
1,6932,13,82,109,25,"32
"
1,6932,14,69,29,25,"62
"
1,6932,15,144,66,23,"61
"
1,6933,13,82,109,24,"32
"
1,6933,14,71,31,23,"56
"
1,6933,15,145,67,24,"61
"
1,6934,13,83,107,24,"32
"
1,6934,14,69,29,26,"57
"
1,6934,15,146,67,23,"62
"
1,6935,13,82,107,24,"34
"
1,6935,14,70,29,22,"60
"
1,6935,15,146,65,24,"62
"
1,6936,13,83,108,25,"33
"
1,6936,14,68,28,25,"58
"
1,6936,15,146,66,24,"63
"
1,6937,13,83,108,25,"33
"
1,6937,14,68,26,24,"62
"
1,6937,15,148,65,23,"63
"
1,6938,13,81,106,28,"34
"
1,6938,14,68,25,25,"63
"
1,6938,15,148,68,25,"61
"
1,6939,13,81,107,27,"35
"
1,6939,14,69,28,23,"58
"
1,6939,15,148,67,26,"65
"
1,6940,13,82,109,26,"29
"
1,6940,14,68,28,23,"58
"
1,6940,15,148,70,23,"63
"
1,6941,13,82,109,24,"31
"
1,6941,14,66,26,26,"61
"
1,6941,15,146,73,30,"58
"
1,6942,13,83,108,25,"32
"
1,6942,14,66,26,26,"60
"
1,6942,15,148,74,28,"61
"
1,6943,13,84,109,22,"31
"
1,6943,14,64,24,28,"64
"
1,6943,15,145,74,31,"60
"
1,6944,13,84,109,25,"30
"
1,6944,14,65,24,25,"61
"
1,6944,15,147,76,29,"61
"
1,6945,13,81,108,27,"34
"
1,6945,14,65,23,25,"58
"
1,6945,15,148,74,29,"62
"
1,6946,13,84,109,24,"30
"
1,6946,14,63,21,24,"59
"
1,6946,15,150,74,26,"61
"
1,6947,13,83,109,27,"33
"
1,6947,14,63,21,24,"56
"
1,6947,15,149,77,28,"58
"
1,6948,13,84,109,27,"34
"
1,6948,14,61,20,27,"59
"
1,6948,15,150,77,30,"62
"
1,6949,13,81,107,31,"37
"
1,6949,14,62,21,25,"57
"
1,6949,15,150,75,26,"62
"
1,6950,13,82,108,33,"33
"
1,6950,14,61,19,25,"60
"
1,6950,15,152,77,25,"59
"
1,6951,13,83,107,29,"34
"
1,6951,14,62,20,24,"58
"
1,6951,15,152,77,25,"62
"
1,6952,13,84,107,28,"34
"
1,6952,14,62,18,22,"59
"
1,6952,15,152,78,27,"65
"
1,6953,13,81,105,31,"34
"
1,6953,14,61,19,23,"56
"
1,6953,15,154,79,24,"62
"
1,6954,13,82,104,28,"34
"
1,6954,14,62,18,22,"58
"
1,6954,15,153,81,26,"62
"
1,6955,13,82,102,28,"39
"
1,6955,14,62,19,20,"58
"
1,6955,15,154,83,24,"62
"
1,6956,13,86,103,23,"37
"
1,6956,14,62,18,23,"58
"
1,6956,15,155,84,21,"60
"
1,6957,13,86,100,21,"42
"
1,6957,14,63,16,20,"57
"
1,6957,15,157,83,21,"62
"
1,6958,13,86,100,21,"39
"
1,6958,14,60,15,22,"56
"
1,6958,15,157,84,21,"62
"
1,6959,13,86,97,24,"46
"
1,6959,14,61,14,21,"57
"
1,6959,15,157,85,22,"61
"
1,6960,13,87,96,21,"44
"
1,6960,14,60,13,21,"58
"
1,6960,15,158,84,21,"62
"
1,6961,13,84,95,24,"45
"
1,6961,14,60,13,22,"57
"
1,6961,15,158,83,21,"64
"
1,6962,13,83,92,29,"52
"
1,6962,14,58,10,23,"59
"
1,6962,15,158,84,23,"63
"
1,6963,13,86,92,24,"51
"
1,6963,14,57,11,25,"61
"
1,6963,15,157,83,26,"65
"
1,6964,13,86,90,26,"54
"
1,6964,14,57,11,25,"60
"
1,6964,15,158,86,26,"63
"
1,6965,13,87,93,26,"53
"
1,6965,14,56,11,26,"61
"
1,6965,15,159,87,25,"64
"
1,6966,13,86,94,31,"54
"
1,6966,14,55,10,26,"60
"
1,6966,15,157,87,28,"64
"
1,6967,13,86,93,29,"53
"
1,6967,14,57,10,23,"59
"
1,6967,15,156,90,29,"62
"
1,6968,13,88,93,27,"56
"
1,6968,14,54,10,26,"59
"
1,6968,15,158,92,27,"62
"
1,6969,13,87,93,27,"54
"
1,6969,14,54,7,25,"59
"
1,6969,15,158,92,28,"65
"
1,6970,13,89,92,25,"56
"
1,6970,14,54,7,24,"59
"
1,6970,15,159,93,30,"64
"
1,6971,13,92,94,23,"52
"
1,6971,14,52,5,27,"61
"
1,6971,15,159,94,28,"65
"
1,6972,13,93,92,23,"56
"
1,6972,14,52,6,27,"58
"
1,6972,15,160,93,27,"63
"
1,6973,13,96,94,22,"57
"
1,6973,14,53,5,23,"58
"
1,6973,15,159,94,28,"61
"
1,6974,13,95,94,24,"59
"
1,6974,14,51,5,23,"57
"
1,6974,15,161,93,24,"62
"
1,6975,13,97,95,23,"59
"
1,6975,14,52,4,24,"60
"
1,6975,15,160,95,26,"61
"
1,6976,13,98,95,22,"61
"
1,6976,14,53,3,20,"61
"
1,6976,15,161,94,25,"65
"
1,6977,13,98,96,23,"60
"
1,6977,14,50,4,23,"59
"
1,6977,15,162,95,24,"66
"
1,6978,13,100,97,22,"59
"
1,6978,14,51,4,21,"58
"
1,6978,15,162,97,23,"63
"
1,6979,13,100,97,22,"58
"
1,6979,14,51,1,21,"63
"
1,6979,15,162,98,23,"64
"
1,6980,13,101,98,21,"58
"
1,6980,14,49,2,24,"58
"
1,6980,15,164,100,21,"64
"
1,6981,13,102,98,22,"57
"
1,6981,14,50,1,20,"59
"
1,6981,15,163,100,21,"64
"
1,6982,13,103,97,22,"58
"
1,6982,14,48,1,22,"56
"
1,6982,15,164,101,22,"65
"
1,6983,13,102,99,24,"56
"
1,6983,14,47,1,23,"56
"
1,6983,15,166,102,19,"64
"
1,6984,13,103,98,24,"60
"
1,6984,14,46,1,24,"55
"
1,6984,15,164,102,22,"64
"
1,6985,13,103,100,27,"59
"
1,6985,14,46,1,24,"54
"
1,6985,15,165,102,20,"65
"
1,6986,13,103,101,26,"59
"
1,6986,15,165,102,26,"62
"
1,6987,13,101,103,31,"59
"
1,6987,15,167,104,22,"61
"
1,6988,13,100,104,34,"58
"
1,6988,15,165,104,26,"62
"
1,6989,13,100,105,34,"55
"
1,6989,15,165,106,25,"63
"
1,6990,13,101,105,32,"58
"
1,6990,15,167,107,25,"64
"
1,6991,13,104,104,29,"57
"
1,6991,15,167,109,25,"61
"
1,6992,13,106,105,27,"56
"
1,6992,15,167,110,26,"63
"
1,6993,13,108,104,26,"58
"
1,6993,15,168,110,26,"64
"
1,6994,13,109,106,25,"55
"
1,6994,15,168,112,28,"63
"
1,6995,13,110,106,23,"58
"
1,6995,15,168,110,28,"65
"
1,6996,13,110,107,24,"62
"
1,6996,15,168,112,27,"64
"
1,6997,13,111,108,24,"59
"
1,6997,15,169,112,24,"62
"
1,6998,13,111,110,26,"58
"
1,6998,15,169,113,28,"61
"
1,6999,13,112,110,27,"60
"
1,6999,15,168,112,25,"66
"
1,7000,13,113,112,23,"57
"
1,7000,15,170,114,24,"63
"
1,7001,13,114,112,22,"59
"
1,7001,15,171,114,26,"64
"
1,7002,13,114,112,24,"59
"
1,7002,15,171,116,24,"63
"
1,7003,13,115,113,22,"58
"
1,7003,15,173,117,25,"64
"
1,7004,13,114,113,24,"58
"
1,7004,15,172,119,26,"63
"
1,7005,13,115,114,23,"56
"
1,7005,15,174,118,23,"62
"
1,7006,13,113,114,28,"55
"
1,7006,15,174,121,24,"61
"
1,7007,13,112,115,27,"56
"
1,7007,15,176,120,22,"64
"
1,7008,13,114,117,27,"57
"
1,7008,15,178,121,22,"64
"
1,7009,13,112,117,29,"57
"
1,7009,15,176,121,22,"65
"
1,7010,13,112,118,29,"62
"
1,7010,15,177,122,22,"64
"
1,7011,13,113,120,27,"59
"
1,7011,15,178,122,23,"64
"
1,7012,13,113,120,26,"59
"
1,7012,15,178,123,24,"63
"
1,7013,13,111,120,30,"59
"
1,7013,15,179,120,22,"69
"
1,7014,13,114,121,27,"60
"
1,7014,15,180,123,24,"66
"
1,7015,13,114,121,27,"58
"
1,7015,15,180,125,26,"65
"
1,7016,13,116,121,24,"59
"
1,7016,15,181,127,24,"63
"
1,7017,13,115,122,29,"60
"
1,7017,15,181,128,30,"68
"
1,7018,13,116,122,24,"60
"
1,7018,15,181,130,27,"63
"
1,7019,13,115,123,27,"60
"
1,7019,15,182,131,28,"65
"
1,7020,13,116,126,26,"59
"
1,7020,15,182,130,27,"67
"
1,7021,13,117,127,25,"59
"
1,7021,15,182,132,27,"64
"
1,7022,13,116,125,24,"63
"
1,7022,15,183,131,29,"64
"
1,7023,13,117,128,24,"60
"
1,7023,15,182,131,29,"65
"
1,7024,13,117,129,24,"58
"
1,7024,15,183,133,27,"64
"
1,7025,13,117,128,24,"60
"
1,7025,15,185,133,25,"60
"
1,7026,13,117,130,25,"57
"
1,7026,15,185,135,26,"65
"
1,7027,13,118,131,23,"57
"
1,7027,15,184,136,26,"63
"
1,7028,13,117,131,25,"57
"
1,7028,15,186,138,27,"64
"
1,7029,13,117,132,23,"59
"
1,7029,15,188,139,24,"61
"
1,7030,13,117,132,25,"57
"
1,7030,15,188,140,26,"63
"
1,7031,13,116,134,27,"58
"
1,7031,15,189,142,25,"62
"
1,7032,13,114,136,29,"59
"
1,7032,15,189,142,24,"63
"
1,7033,13,115,137,26,"57
"
1,7033,15,190,142,23,"64
"
1,7034,13,115,138,26,"56
"
1,7034,15,191,142,22,"65
"
1,7035,13,115,138,27,"59
"
1,7035,15,192,142,23,"64
"
1,7036,13,114,138,28,"58
"
1,7036,15,191,143,23,"65
"
1,7037,13,114,139,28,"58
"
1,7037,15,192,141,23,"67
"
1,7038,13,116,140,28,"54
"
1,7038,15,192,143,27,"63
"
1,7039,13,117,138,26,"62
"
1,7039,15,192,144,28,"65
"
1,7040,13,118,140,27,"61
"
1,7040,15,195,147,25,"65
"
1,7041,13,117,140,24,"58
"
1,7041,15,193,147,27,"67
"
1,7042,13,117,142,26,"58
"
1,7042,15,193,150,31,"65
"
1,7043,13,120,143,24,"57
"
1,7043,15,194,152,28,"62
"
1,7044,13,119,145,25,"61
"
1,7044,15,195,152,27,"66
"
1,7045,13,119,145,24,"63
"
1,7045,15,194,152,29,"68
"
1,7046,13,119,145,22,"62
"
1,7046,15,194,153,27,"62
"
1,7047,13,120,146,24,"59
"
1,7047,15,195,152,28,"63
"
1,7048,13,121,147,22,"60
"
1,7048,15,195,154,30,"64
"
1,7049,13,122,149,22,"57
"
1,7049,15,194,154,26,"63
"
1,7050,13,120,147,25,"61
"
1,7050,15,195,153,27,"65
"
1,7051,13,120,149,24,"58
"
1,7051,15,195,154,27,"64
"
1,7052,13,120,149,23,"59
"
1,7052,15,196,155,28,"68
"
1,7053,13,118,151,26,"56
"
1,7053,15,196,157,27,"66
"
1,7054,13,120,153,25,"57
"
1,7054,15,196,159,27,"66
"
1,7055,13,119,153,26,"56
"
1,7055,15,197,160,28,"64
"
1,7056,13,118,154,28,"57
"
1,7056,15,199,163,23,"63
"
1,7057,13,118,155,28,"59
"
1,7057,15,198,162,25,"66
"
1,7058,13,119,156,26,"58
"
1,7058,15,199,162,23,"67
"
1,7059,13,121,156,27,"60
"
1,7059,15,199,164,25,"65
"
1,7060,13,120,157,29,"59
"
1,7060,15,201,164,22,"66
"
1,7061,13,122,158,26,"55
"
1,7061,15,202,163,22,"63
"
1,7062,13,124,158,25,"57
"
1,7062,15,201,161,26,"70
"
1,7063,13,122,159,26,"57
"
1,7063,15,203,164,23,"64
"
1,7064,13,122,159,27,"65
"
1,7064,15,201,165,26,"67
"
1,7065,13,124,161,25,"65
"
1,7065,15,202,168,27,"66
"
1,7066,13,123,162,27,"63
"
1,7066,15,201,168,26,"67
"
1,7067,13,126,164,23,"54
"
1,7067,15,202,169,26,"66
"
1,7068,13,126,164,22,"59
"
1,7068,15,202,170,28,"66
"
1,7069,13,127,163,23,"56
"
1,7069,15,203,174,27,"64
"
1,7070,13,128,166,21,"58
"
1,7070,15,203,172,24,"66
"
1,7071,13,127,165,22,"60
"
1,7071,15,203,174,26,"63
"
1,7072,13,127,165,23,"61
"
1,7072,15,202,174,28,"64
"
1,7073,13,129,166,21,"58
"
1,7073,15,203,175,26,"61
"
1,7074,13,127,168,25,"56
"
1,7074,15,204,176,25,"62
"
1,7074,16,89,1,26,"56
"
1,7075,13,127,170,26,"54
"
1,7075,15,203,176,25,"61
"
1,7075,16,89,2,26,"54
"
1,7076,13,128,171,25,"53
"
1,7076,15,204,178,25,"61
"
1,7076,16,89,2,27,"57
"
1,7077,13,128,170,25,"53
"
1,7077,15,204,179,24,"58
"
1,7077,16,89,2,26,"58
"
1,7078,13,130,173,22,"53
"
1,7078,15,204,179,27,"60
"
1,7078,16,87,2,27,"57
"
1,7079,13,129,172,24,"56
"
1,7079,15,206,181,24,"57
"
1,7079,16,87,2,29,"57
"
1,7080,13,129,174,23,"53
"
1,7080,15,206,181,25,"58
"
1,7080,16,87,3,28,"57
"
1,7081,13,130,175,24,"55
"
1,7081,15,205,183,26,"55
"
1,7081,16,88,4,28,"55
"
1,7082,13,130,174,24,"58
"
1,7082,15,206,183,23,"54
"
1,7082,16,87,3,28,"57
"
1,7083,13,129,175,24,"58
"
1,7083,15,208,184,22,"55
"
1,7083,16,88,4,28,"58
"
1,7084,13,131,176,25,"58
"
1,7084,15,209,184,23,"53
"
1,7084,16,88,4,29,"58
"
1,7085,13,131,177,24,"61
"
1,7085,15,209,184,23,"54
"
1,7085,16,88,6,26,"57
"
1,7086,13,133,178,24,"60
"
1,7086,15,209,185,25,"52
"
1,7086,16,88,7,28,"58
"
1,7087,13,133,180,25,"56
"
1,7087,15,209,185,25,"52
"
1,7087,16,89,8,26,"58
"
1,7088,13,133,181,25,"56
"
1,7088,16,89,9,29,"59
"
1,7089,13,134,183,23,"53
"
1,7089,16,89,10,26,"57
"
1,7090,13,135,181,21,"56
"
1,7090,16,88,10,27,"58
"
1,7091,13,135,182,23,"55
"
1,7091,16,88,9,26,"57
"
1,7092,13,136,183,23,"55
"
1,7092,16,89,9,26,"58
"
1,7093,13,136,183,22,"54
"
1,7093,16,87,9,28,"58
"
1,7094,13,137,182,22,"57
"
1,7094,16,89,11,25,"56
"
1,7095,13,137,186,21,"51
"
1,7095,16,89,11,26,"56
"
1,7096,13,136,186,23,"51
"
1,7096,16,89,13,25,"58
"
1,7097,13,136,188,22,"51
"
1,7097,16,90,13,25,"59
"
1,7098,13,136,189,23,"49
"
1,7098,16,88,14,27,"58
"
1,7099,13,137,189,23,"50
"
1,7099,16,90,17,26,"56
"
1,7100,13,137,190,23,"49
"
1,7100,16,89,18,26,"57
"
1,7101,13,137,191,23,"47
"
1,7101,16,89,18,28,"58
"
1,7102,13,137,193,24,"45
"
1,7102,16,89,18,26,"58
"
1,7103,16,88,19,28,"57
"
1,7104,16,88,19,27,"59
"
1,7105,16,87,19,30,"58
"
1,7106,16,87,18,30,"59
"
1,7107,16,87,20,28,"57
"
1,7108,16,87,19,30,"60
"
1,7109,16,88,20,29,"61
"
1,7110,16,88,21,28,"62
"
1,7111,16,87,22,29,"61
"
1,7112,16,89,24,28,"60
"
1,7113,16,89,25,27,"60
"
1,7114,16,89,25,26,"61
"
1,7115,16,89,27,25,"59
"
1,7116,16,89,27,27,"59
"
1,7117,16,89,27,26,"59
"
1,7118,16,89,28,27,"58
"
1,7119,16,89,29,26,"57
"
1,7120,16,88,29,27,"57
"
1,7121,16,88,30,31,"57
"
1,7122,16,88,31,27,"58
"
1,7123,16,90,32,25,"60
"
1,7124,16,89,34,28,"58
"
1,7125,16,89,34,27,"58
"
1,7126,16,90,35,27,"60
"
1,7127,16,90,34,27,"61
"
1,7128,16,88,35,30,"59
"
1,7129,16,90,36,29,"61
"
1,7130,16,88,37,29,"59
"
1,7131,16,88,36,29,"61
"
1,7132,16,89,36,30,"61
"
1,7133,16,89,38,27,"59
"
1,7134,16,89,36,29,"60
"
1,7135,16,89,38,27,"62
"
1,7136,16,89,39,29,"62
"
1,7137,16,90,40,29,"63
"
1,7138,16,89,41,27,"62
"
1,7139,16,91,41,28,"63
"
1,7140,16,91,44,27,"59
"
1,7141,16,91,44,27,"61
"
1,7142,16,89,42,30,"61
"
1,7143,16,90,44,28,"60
"
1,7144,16,91,46,26,"61
"
1,7145,16,89,46,29,"59
"
1,7146,16,88,46,31,"60
"
1,7147,16,91,47,29,"61
"
1,7148,16,91,49,30,"60
"
1,7149,16,92,51,28,"61
"
1,7150,16,91,52,29,"63
"
1,7151,16,90,53,29,"60
"
1,7152,16,92,54,26,"61
"
1,7153,16,92,55,29,"58
"
1,7154,16,91,55,28,"62
"
1,7155,16,92,57,28,"56
"
1,7156,16,91,57,29,"57
"
1,7157,16,91,56,31,"58
"
1,7158,16,92,55,29,"60
"
1,7159,16,92,56,27,"63
"
1,7160,16,92,57,29,"62
"
1,7161,16,94,59,27,"61
"
1,7162,16,92,59,29,"62
"
1,7163,16,94,60,28,"59
"
1,7164,16,95,62,27,"59
"
1,7165,16,95,63,27,"59
"
1,7166,16,95,64,26,"59
"
1,7167,16,94,64,27,"61
"
1,7168,16,93,64,31,"62
"
1,7169,16,94,65,27,"60
"
1,7170,16,95,66,28,"60
"
1,7171,16,93,65,30,"61
"
1,7172,16,96,66,28,"61
"
1,7173,16,96,67,28,"61
"
1,7174,16,95,68,29,"63
"
1,7175,16,96,71,29,"61
"
1,7176,16,97,72,29,"59
"
1,7177,16,97,72,32,"62
"
1,7178,16,99,75,28,"59
"
1,7179,16,98,75,29,"60
"
1,7180,16,97,75,31,"61
"
1,7181,16,98,75,29,"58
"
1,7182,16,100,75,29,"59
"
1,7183,16,100,74,29,"60
"
1,7184,16,99,76,28,"62
"
1,7185,16,100,76,30,"61
"
1,7186,16,102,78,28,"61
"
1,7187,16,101,79,29,"62
"
1,7188,16,101,79,31,"61
"
1,7189,16,104,81,29,"63
"
1,7190,16,104,82,25,"60
"
1,7191,16,104,81,27,"63
"
1,7192,16,105,83,28,"61
"
1,7193,16,105,82,27,"62
"
1,7194,16,103,82,33,"64
"
1,7195,16,104,84,29,"61
"
1,7196,16,104,83,29,"62
"
1,7197,16,107,84,27,"62
"
1,7198,16,106,86,28,"61
"
1,7199,16,106,87,29,"61
"
1,7200,16,108,89,27,"62
"
1,7201,16,106,90,31,"63
"
1,7202,16,106,91,32,"62
"
1,7203,16,104,92,34,"61
"
1,7204,16,104,92,32,"63
"
1,7205,16,106,91,34,"63
"
1,7206,16,107,92,31,"64
"
1,7207,16,105,94,32,"61
"
1,7208,16,107,94,31,"60
"
1,7209,16,109,95,29,"59
"
1,7210,16,109,95,32,"63
"
1,7211,16,109,95,31,"66
"
1,7212,16,109,96,32,"64
"
1,7213,16,110,96,35,"65
"
1,7214,16,112,100,30,"64
"
1,7215,16,112,97,30,"67
"
1,7216,16,112,101,30,"64
"
1,7217,16,113,102,28,"64
"
1,7218,16,113,101,28,"62
"
1,7219,16,114,101,27,"63
"
1,7220,16,113,103,32,"63
"
1,7221,16,114,104,27,"62
"
1,7222,16,114,105,31,"61
"
1,7223,16,114,105,28,"60
"
1,7224,16,116,106,27,"61
"
1,7225,16,118,108,29,"61
"
1,7226,16,116,108,32,"63
"
1,7227,16,119,109,26,"64
"
1,7228,16,116,111,32,"64
"
1,7229,16,118,110,28,"65
"
1,7230,16,118,112,32,"62
"
1,7231,16,118,112,30,"63
"
1,7232,16,116,112,35,"62
"
1,7233,16,120,112,28,"60
"
1,7234,16,118,114,30,"62
"
1,7235,16,119,114,32,"61
"
1,7236,16,120,115,31,"64
"
1,7237,16,121,117,33,"67
"
1,7238,16,121,117,30,"66
"
1,7239,16,124,116,29,"67
"
1,7240,16,123,118,30,"66
"
1,7241,16,125,119,28,"66
"
1,7242,16,126,120,27,"66
"
1,7243,16,125,120,29,"63
"
1,7244,16,126,120,30,"63
"
1,7245,16,125,121,30,"62
"
1,7246,16,127,122,28,"64
"
1,7247,16,127,124,29,"61
"
1,7248,16,128,123,30,"62
"
1,7249,16,127,124,32,"65
"
1,7250,16,129,128,30,"61
"
1,7251,16,127,130,34,"61
"
1,7252,16,128,132,29,"61
"
1,7253,16,127,132,33,"61
"
1,7254,16,128,134,32,"62
"
1,7255,16,128,133,30,"60
"
1,7256,16,129,135,32,"58
"
1,7257,16,128,133,33,"63
"
1,7258,16,128,132,34,"63
"
1,7259,16,130,134,32,"61
"
1,7260,16,130,135,33,"59
"
1,7261,16,131,134,29,"64
"
1,7262,16,133,135,30,"66
"
1,7263,16,134,136,29,"67
"
1,7264,16,134,138,32,"64
"
1,7265,16,134,139,31,"68
"
1,7266,16,135,140,29,"67
"
1,7267,16,136,139,30,"66
"
1,7268,16,136,139,31,"67
"
1,7269,16,135,141,30,"65
"
1,7270,16,136,140,32,"70
"
1,7271,16,137,141,30,"66
"
1,7272,16,138,140,29,"66
"
1,7273,16,137,145,30,"62
"
1,7274,16,138,146,31,"66
"
1,7275,16,138,146,32,"68
"
1,7276,16,139,146,30,"64
"
1,7277,16,138,149,34,"65
"
1,7278,16,139,150,30,"66
"
1,7279,16,138,151,35,"68
"
1,7280,16,140,153,32,"63
"
1,7281,16,138,153,34,"68
"
1,7282,16,140,151,29,"66
"
1,7283,16,139,152,33,"65
"
1,7284,16,141,152,29,"64
"
1,7285,16,140,150,29,"67
"
1,7286,16,142,154,26,"66
"
1,7287,16,144,155,24,"66
"
1,7288,16,141,155,29,"69
"
1,7289,16,143,157,26,"68
"
1,7290,16,145,158,23,"68
"
1,7291,16,147,157,22,"73
"
1,7292,16,146,159,22,"69
"
1,7293,16,146,158,23,"72
"
1,7294,16,144,163,27,"64
"
1,7295,16,145,161,27,"67
"
1,7296,16,145,161,24,"66
"
1,7297,16,147,163,24,"65
"
1,7298,16,145,165,24,"65
"
1,7299,16,145,165,28,"69
"
1,7300,16,145,165,28,"69
"
1,7301,16,146,168,27,"67
"
1,7302,16,144,168,29,"67
"
1,7303,16,145,170,28,"66
"
1,7304,16,145,169,31,"69
"
1,7305,16,144,171,37,"68
"
1,7306,16,145,174,36,"63
"
1,7307,16,145,172,39,"65
"
1,7308,16,148,176,33,"62
"
1,7309,16,144,173,37,"64
"
1,7310,16,146,175,34,"63
"
1,7311,16,146,175,32,"62
"
1,7312,16,147,177,30,"60
"
1,7313,16,146,178,32,"60
"
1,7314,16,151,179,27,"58
"
1,7315,16,149,182,29,"57
"
1,7316,16,149,182,28,"55
"
1,7317,16,151,184,29,"54
"
1,7318,16,150,184,30,"54
"
1,7319,16,150,185,30,"52
"
1,7320,16,150,184,31,"55
"
1,7321,16,150,186,32,"53
"
1,7322,16,151,185,31,"54
"
1,7323,16,154,186,29,"53
"
1,7324,16,153,187,30,"52
"
1,7666,17,176,179,22,"59
"
1,7667,17,175,179,24,"58
"
1,7668,17,175,179,24,"59
"
1,7669,17,175,178,25,"60
"
1,7670,17,175,177,23,"60
"
1,7670,18,97,1,23,"55
"
1,7671,17,174,179,25,"60
"
1,7671,18,97,2,23,"56
"
1,7672,17,172,176,26,"63
"
1,7672,18,98,2,22,"59
"
1,7673,17,172,175,25,"64
"
1,7673,18,97,3,26,"58
"
1,7674,17,172,175,24,"61
"
1,7674,18,99,3,23,"58
"
1,7675,17,171,174,26,"62
"
1,7675,18,98,3,25,"57
"
1,7676,17,170,171,26,"66
"
1,7676,18,99,3,24,"58
"
1,7677,17,169,172,26,"64
"
1,7677,18,98,3,25,"57
"
1,7678,17,170,172,24,"64
"
1,7678,18,98,4,26,"57
"
1,7679,17,168,171,28,"62
"
1,7679,18,99,4,24,"59
"
1,7680,17,169,169,25,"65
"
1,7680,18,99,6,24,"59
"
1,7681,17,167,170,26,"65
"
1,7681,18,99,6,24,"60
"
1,7682,17,168,169,26,"66
"
1,7682,18,100,7,23,"60
"
1,7683,17,166,168,28,"65
"
1,7683,18,101,9,22,"58
"
1,7684,17,167,168,26,"65
"
1,7684,18,99,10,25,"59
"
1,7685,17,167,166,25,"68
"
1,7685,18,100,10,25,"61
"
1,7686,17,167,165,25,"69
"
1,7686,18,100,12,25,"57
"
1,7687,17,166,164,26,"65
"
1,7687,18,100,12,25,"55
"
1,7688,17,166,163,25,"65
"
1,7688,18,100,12,25,"58
"
1,7689,17,167,163,24,"66
"
1,7689,18,100,13,28,"57
"
1,7690,17,167,161,25,"68
"
1,7690,18,100,13,28,"58
"
1,7691,17,168,162,22,"66
"
