cid,fid,pid,x1,y1,w,h
2,5486,8,180,92,27,"66
"
2,5487,8,180,91,30,"69
"
2,5488,8,180,96,28,"68
"
2,5489,8,182,93,26,"72
"
2,5490,8,180,96,34,"70
"
2,5491,8,181,95,31,"74
"
2,5492,8,182,98,28,"69
"
2,5493,8,182,99,29,"72
"
2,5494,8,179,98,29,"71
"
2,5495,8,182,99,30,"71
"
2,5496,8,181,100,31,"72
"
2,5497,8,181,101,27,"69
"
2,5498,8,181,101,31,"69
"
2,5499,8,182,103,30,"64
"
2,5500,8,180,105,30,"68
"
2,5501,8,180,103,30,"67
"
2,5502,8,181,105,30,"66
"
2,5503,8,183,106,29,"67
"
2,5504,8,180,107,31,"69
"
2,5505,8,184,108,25,"66
"
2,5506,8,181,110,31,"72
"
2,5507,8,185,113,27,"71
"
2,5508,8,185,111,26,"73
"
2,5509,8,183,113,32,"73
"
2,5510,8,185,115,29,"72
"
2,5511,8,186,115,29,"73
"
2,5512,8,185,116,30,"70
"
2,5513,8,186,117,30,"69
"
2,5514,8,186,118,30,"71
"
2,5515,8,188,117,27,"73
"
2,5516,8,186,120,30,"73
"
2,5517,8,187,121,27,"72
"
2,5518,8,188,121,31,"77
"
2,5519,8,189,126,31,"73
"
2,5520,8,187,124,31,"75
"
2,5521,8,190,128,31,"71
"
2,5522,8,188,129,32,"72
"
2,5523,8,189,129,32,"72
"
2,5524,8,190,130,31,"71
"
2,5525,8,192,130,25,"67
"
2,5526,8,189,133,31,"65
"
2,5527,8,191,132,32,"70
"
2,5528,8,194,135,30,"71
"
2,5529,8,193,135,32,"72
"
2,5530,8,193,136,31,"70
"
2,5531,8,196,138,27,"73
"
2,5532,8,195,140,29,"72
"
2,5533,8,196,139,28,"73
"
2,5534,8,197,139,29,"74
"
2,5535,8,197,141,27,"71
"
2,5536,8,198,141,29,"73
"
2,5537,8,198,143,30,"68
"
2,5538,8,199,146,28,"64
"
2,5539,8,200,145,29,"68
"
2,5540,8,200,146,28,"73
"
2,5541,8,200,148,28,"72
"
2,5542,8,202,149,29,"75
"
2,5543,8,200,148,29,"73
"
2,5544,8,202,151,32,"72
"
2,5545,8,202,153,32,"74
"
2,5546,8,204,156,28,"70
"
2,5547,8,201,155,34,"67
"
2,5548,8,201,155,33,"71
"
2,5549,8,203,156,28,"69
"
2,5550,8,203,158,28,"71
"
2,5551,8,205,159,27,"68
"
2,5552,8,202,158,32,"69
"
2,5553,8,204,158,30,"71
"
2,5554,8,204,162,31,"72
"
2,5555,8,205,160,27,"76
"
2,5556,8,205,163,30,"74
"
2,5557,8,207,165,27,"73
"
2,5558,8,206,165,28,"72
"
2,5559,8,208,166,27,"71
"
2,5560,8,208,167,28,"71
"
2,5561,8,209,167,29,"71
"
2,5562,8,210,169,27,"70
"
2,5563,8,209,169,30,"68
"
2,5564,8,212,171,30,"67
"
2,5565,8,211,169,30,"68
"
2,5566,8,210,173,32,"65
"
2,5567,8,214,175,31,"63
"
2,5568,8,213,175,32,"62
"
2,5569,8,213,176,33,"61
"
2,5570,8,214,177,33,"61
"
2,5571,8,215,180,35,"58
"
2,5572,8,215,182,32,"54
"
2,5573,8,216,182,32,"55
"
2,5574,8,217,183,34,"55
"
2,5575,8,217,184,33,"55
"
2,5576,8,217,184,32,"54
"
2,5577,8,217,182,34,"57
"
2,5705,14,140,162,28,"73
"
2,5706,14,140,161,27,"72
"
2,5707,14,139,158,30,"73
"
2,5708,14,139,155,30,"74
"
2,5709,14,139,155,28,"77
"
2,5710,14,138,153,32,"76
"
2,5711,14,142,154,25,"72
"
2,5712,14,141,154,25,"70
"
2,5713,14,140,152,28,"72
"
2,5714,14,136,150,32,"73
"
2,5715,14,140,150,25,"71
"
2,5716,14,139,148,26,"74
"
2,5717,14,139,144,29,"78
"
2,5718,14,140,144,25,"76
"
2,5719,14,138,142,30,"75
"
2,5720,14,137,143,29,"72
"
2,5721,14,137,141,28,"70
"
2,5722,14,136,139,28,"72
"
2,5723,14,135,138,28,"75
"
2,5724,14,133,137,30,"73
"
2,5725,14,135,136,26,"74
"
2,5726,14,134,134,27,"73
"
2,5727,14,133,134,29,"75
"
2,5728,14,132,134,28,"74
"
2,5729,14,132,131,29,"74
"
2,5730,14,130,130,31,"70
"
2,5731,14,130,127,29,"72
"
2,5732,14,128,126,33,"73
"
2,5733,14,130,126,29,"69
"
2,5734,14,128,125,29,"69
"
2,5735,14,127,123,27,"71
"
2,5736,14,126,121,30,"71
"
2,5737,14,127,121,32,"71
"
2,5738,14,127,119,30,"73
"
2,5739,14,124,119,30,"73
"
2,5740,14,125,119,29,"72
"
2,5741,14,125,117,29,"73
"
2,5742,14,123,115,31,"72
"
2,5743,14,124,115,29,"72
"
2,5744,14,122,113,30,"69
"
2,5745,14,121,112,29,"68
"
2,5746,14,121,112,30,"69
"
2,5747,14,120,109,28,"72
"
2,5748,14,120,110,30,"72
"
2,5749,14,120,108,30,"73
"
2,5750,14,118,107,33,"74
"
2,5751,14,118,108,30,"74
"
2,5752,14,119,108,28,"71
"
2,5753,14,116,108,30,"70
"
2,5754,14,114,107,31,"75
"
2,5755,14,113,103,31,"73
"
2,5756,14,112,102,30,"71
"
2,5757,14,113,101,29,"73
"
2,5758,14,113,102,29,"73
"
2,5759,14,111,101,30,"72
"
2,5760,14,110,100,29,"73
"
2,5761,14,112,100,26,"71
"
2,5762,14,113,99,24,"72
"
2,5763,14,112,99,25,"72
"
2,5764,14,109,98,27,"75
"
2,5765,14,111,94,25,"76
"
2,5766,14,111,95,26,"76
"
2,5767,14,112,94,25,"74
"
2,5768,14,111,92,27,"71
"
2,5769,14,110,92,27,"72
"
2,5770,14,108,89,29,"72
"
2,5771,14,107,89,32,"72
"
2,5772,14,107,88,28,"72
"
2,5773,14,107,88,27,"72
"
2,5774,14,107,87,30,"74
"
2,5775,14,107,87,28,"74
"
2,5776,14,106,87,28,"73
"
2,5777,14,104,85,28,"77
"
2,5778,14,103,84,31,"75
"
2,5779,14,104,84,27,"74
"
2,5780,14,102,83,28,"69
"
2,5781,14,101,81,28,"71
"
2,5782,14,102,81,27,"67
"
2,5783,14,101,80,25,"65
"
2,5784,14,101,77,24,"69
"
2,5785,14,101,77,26,"67
"
2,6499,17,214,181,25,"56
"
2,6500,17,213,182,27,"55
"
2,6501,17,212,180,27,"58
"
2,6502,17,212,180,28,"59
"
2,6503,17,210,179,28,"59
"
2,6504,17,208,179,31,"58
"
2,6505,17,208,178,28,"57
"
2,6506,17,206,177,30,"59
"
2,6507,17,206,176,29,"61
"
2,6508,17,204,176,31,"62
"
2,6509,17,204,172,29,"67
"
2,6510,17,203,173,28,"66
"
2,6511,17,200,170,32,"68
"
2,6512,17,200,168,32,"69
"
2,6513,17,198,168,31,"71
"
2,6514,17,199,168,33,"69
"
2,6515,17,197,167,33,"70
"
2,6516,17,198,166,33,"71
"
2,6517,17,196,163,34,"74
"
2,6518,17,197,165,31,"73
"
2,6519,17,196,163,29,"74
"
2,6520,17,195,162,31,"76
"
2,6521,17,195,160,29,"72
"
2,6522,17,193,159,31,"70
"
2,6523,17,194,159,29,"68
"
2,6524,17,194,157,29,"71
"
2,6525,17,195,156,29,"72
"
2,6526,17,194,154,29,"71
"
2,6527,17,193,154,29,"70
"
2,6528,17,192,155,28,"70
"
2,6529,17,192,154,28,"70
"
2,6530,17,190,153,29,"70
"
2,6531,17,193,152,27,"73
"
2,6532,17,189,151,30,"73
"
2,6533,17,191,151,27,"69
"
2,6534,17,190,147,27,"72
"
2,6535,17,189,148,28,"68
"
2,6536,17,187,145,30,"67
"
2,6537,17,186,144,30,"72
"
2,6538,17,183,143,33,"66
"
2,6539,17,187,140,27,"73
"
2,6540,17,186,141,28,"74
"
2,6541,17,186,142,27,"69
"
2,6542,17,185,140,28,"71
"
2,6543,17,186,139,29,"75
"
2,6544,17,182,140,31,"71
"
2,6545,17,185,139,29,"73
"
2,6546,17,185,137,25,"72
"
2,6547,17,184,135,29,"71
"
2,6548,17,183,133,27,"73
"
2,6549,17,184,133,28,"67
"
2,6550,17,183,132,27,"71
"
2,6551,17,183,130,29,"69
"
2,6552,17,183,130,30,"70
"
2,6553,17,183,129,30,"72
"
2,6554,17,183,128,29,"70
"
2,6555,17,182,128,28,"71
"
2,6556,17,180,126,31,"70
"
2,6557,17,178,127,33,"75
"
2,6558,17,181,127,28,"72
"
2,6559,17,181,124,29,"72
"
2,6560,17,176,120,32,"69
"
2,6561,17,177,121,32,"69
"
2,6562,17,177,121,29,"65
"
2,6563,17,175,118,30,"67
"
2,6564,17,175,116,30,"70
"
2,6565,17,175,119,31,"72
"
2,6566,17,175,117,27,"68
"
2,6567,17,174,114,28,"72
"
2,6568,17,174,114,29,"68
"
2,6569,17,174,112,28,"73
"
2,6570,17,174,110,29,"76
"
2,6571,17,176,109,25,"75
"
2,6572,17,173,109,27,"75
"
2,6573,17,173,108,28,"70
"
2,6574,17,171,105,29,"71
"
2,6575,17,172,105,30,"68
"
2,6576,17,170,102,28,"70
"
2,6577,17,170,101,33,"71
"
2,6578,17,168,99,32,"73
"
2,6579,17,169,101,34,"70
"
2,6580,17,168,101,30,"70
"
2,6581,17,168,100,31,"68
"
2,6582,17,166,99,33,"74
"
2,6583,17,168,100,30,"70
"
2,6584,17,166,99,33,"71
"
2,6585,17,163,96,33,"73
"
2,6586,17,164,97,32,"68
"
2,6587,17,164,95,32,"68
"
2,6588,17,163,95,30,"67
"
2,6589,17,161,92,30,"68
"
2,6590,17,162,91,32,"70
"
2,6591,17,161,89,29,"73
"
2,6592,17,159,90,33,"70
"
2,6593,17,161,91,29,"68
"
2,6594,17,160,90,29,"69
"
2,6595,17,158,87,30,"74
"
2,6596,17,157,88,34,"73
"
2,6597,17,157,85,30,"72
"
2,6598,17,158,85,29,"73
"
2,6599,17,157,85,28,"70
"
2,6600,17,158,85,25,"69
"
2,6601,17,157,82,25,"66
"
2,6602,17,154,81,26,"66
"
2,6603,17,155,82,29,"67
"
2,6604,17,155,80,26,"68
"
2,6605,17,153,79,30,"69
"
2,6606,17,153,79,30,"67
"
2,6607,17,152,79,27,"72
"
2,6608,17,153,78,29,"73
"
2,6609,17,152,77,27,"70
"
2,6610,17,150,75,28,"73
"
2,6611,17,149,76,29,"66
"
2,6612,17,147,74,32,"70
"
2,6613,17,148,76,30,"65
"
2,6614,17,146,72,30,"69
"
2,6615,17,146,69,27,"69
"
2,6616,17,144,67,31,"71
"
2,6617,17,145,68,30,"69
"
2,6618,17,145,68,30,"66
"
2,6619,17,141,66,33,"73
"
2,6620,17,144,69,28,"68
"
2,6621,17,144,67,31,"70
"
2,6622,17,143,65,29,"68
"
2,6623,17,142,65,27,"72
"
2,6624,17,140,61,31,"77
"
2,6625,17,140,64,30,"69
"
2,6626,17,142,63,30,"70
"
2,6627,17,138,61,35,"71
"
2,6628,17,139,59,29,"67
"
2,6629,17,136,57,35,"68
"
2,6630,17,139,59,29,"66
"
2,6631,17,138,58,29,"67
"
2,6632,17,139,58,30,"70
"
2,6633,17,138,58,31,"68
"
2,6634,17,137,58,30,"66
"
2,6635,17,137,58,31,"65
"
2,6636,17,136,58,28,"65
"
2,6637,17,135,56,32,"65
"
2,6638,17,132,53,33,"69
"
2,6639,17,135,54,30,"63
"
2,6640,17,133,50,31,"67
"
2,6641,17,132,51,32,"67
"
2,6642,17,132,49,28,"65
"
2,6643,17,130,47,31,"67
"
2,6644,17,130,45,31,"70
"
2,6645,17,130,46,33,"75
"
2,6646,17,129,47,31,"66
"
2,6647,17,127,45,33,"68
"
2,6648,17,129,45,33,"69
"
2,6649,17,129,42,33,"74
"
2,6650,17,128,43,30,"69
"
2,6651,17,127,42,30,"68
"
2,6652,17,126,42,32,"68
"
2,6653,17,127,41,29,"67
"
2,6654,17,126,40,30,"67
"
2,6655,17,124,38,36,"62
"
2,6656,17,125,37,33,"70
"
2,6657,17,125,37,29,"67
"
2,6658,17,121,33,33,"70
"
2,6659,17,127,36,27,"67
"
2,6660,17,126,35,26,"67
"
2,6661,17,126,35,27,"66
"
2,6662,17,125,34,28,"65
"
2,6663,17,123,33,29,"67
"
2,6664,17,123,32,27,"69
"
2,6665,17,121,31,30,"67
"
2,6666,17,120,29,29,"70
"
2,6667,17,120,30,29,"66
"
2,6668,17,120,30,27,"65
"
2,6669,17,118,28,30,"68
"
2,6670,17,118,26,32,"68
"
2,6671,17,116,26,30,"69
"
2,6672,17,116,28,32,"68
"
2,6673,17,115,26,31,"69
"
2,6674,17,116,25,30,"71
"
2,6675,17,116,25,31,"66
"
2,6676,17,115,24,29,"70
"
2,6677,17,115,21,28,"72
"
2,6678,17,116,21,27,"71
"
2,6679,17,114,20,29,"70
"
2,6680,17,113,18,29,"67
"
2,6681,17,113,17,29,"68
"
2,6682,17,114,18,28,"62
"
2,6683,17,114,18,27,"62
"
2,6684,17,111,15,29,"67
"
2,6685,17,114,15,26,"66
"
2,6686,17,112,13,28,"68
"
2,6687,17,111,14,28,"69
"
2,6688,17,110,13,29,"68
"
2,6689,17,112,12,28,"68
"
2,6690,17,109,12,30,"68
"
2,6691,17,109,10,30,"69
"
2,6692,17,108,10,30,"67
"
2,6693,17,108,10,27,"61
"
2,6694,17,107,9,31,"63
"
2,6695,17,106,7,30,"65
"
2,6696,17,104,6,32,"64
"
2,6697,17,104,5,32,"66
"
2,6698,17,104,6,31,"63
"
2,6699,17,103,5,30,"67
"
2,6700,17,102,3,30,"69
"
2,6701,17,101,3,32,"70
"
2,6702,17,100,2,29,"69
"
2,6703,17,101,2,29,"66
"
2,6704,17,103,1,27,"70
"
2,6705,17,102,1,25,"66
"
2,6706,17,102,1,25,"65
"
2,6707,17,102,1,26,"65
"
2,6708,17,102,1,25,"63
"
2,7173,10,129,1,25,"62
"
2,7174,10,131,1,27,"64
"
2,7175,10,130,1,28,"64
"
2,7176,10,133,1,25,"65
"
2,7177,10,132,3,26,"63
"
2,7178,10,132,3,27,"64
"
2,7179,10,134,3,24,"64
"
2,7180,10,135,3,23,"63
"
2,7181,10,135,4,25,"66
"
2,7182,10,134,5,28,"67
"
2,7183,10,135,6,24,"69
"
2,7184,10,137,9,26,"65
"
2,7185,10,135,7,26,"70
"
2,7186,10,136,10,28,"67
"
2,7187,10,138,11,26,"67
"
2,7188,10,137,11,29,"68
"
2,7189,10,138,13,27,"66
"
2,7190,10,137,14,29,"69
"
2,7191,10,139,14,27,"68
"
2,7192,10,139,13,26,"66
"
2,7193,10,138,15,27,"64
"
2,7194,10,139,16,28,"64
"
2,7195,10,141,16,28,"69
"
2,7196,10,139,18,28,"66
"
2,7197,10,140,20,28,"66
"
2,7198,10,140,20,27,"68
"
2,7199,10,141,21,24,"65
"
2,7200,10,142,23,24,"68
"
2,7201,10,144,25,24,"65
"
2,7202,10,143,25,25,"65
"
2,7203,10,145,25,25,"67
"
2,7204,10,144,26,26,"63
"
2,7205,10,144,26,29,"66
"
2,7206,10,145,29,26,"63
"
2,7207,10,145,30,28,"67
"
2,7208,10,146,30,29,"66
"
2,7209,10,146,32,26,"69
"
2,7210,10,146,33,27,"67
"
2,7211,10,147,35,24,"65
"
2,7212,10,147,36,27,"68
"
2,7213,10,147,37,25,"69
"
2,7214,10,146,39,29,"67
"
2,7215,10,148,39,28,"66
"
2,7216,10,148,40,26,"66
"
2,7217,10,147,40,30,"68
"
2,7218,10,148,42,27,"63
"
2,7219,10,148,44,28,"61
"
2,7220,10,150,43,26,"66
"
2,7221,10,149,45,26,"66
"
2,7222,10,151,45,26,"69
"
2,7223,10,150,47,29,"68
"
2,7224,10,152,49,27,"65
"
2,7225,10,152,48,26,"68
"
2,7226,10,153,50,27,"67
"
2,7227,10,154,50,26,"68
"
2,7228,10,154,51,25,"67
"
2,7229,10,154,51,25,"64
"
2,7230,10,155,52,25,"63
"
2,7231,10,154,52,28,"68
"
2,7232,10,157,55,25,"64
"
2,7233,10,156,55,28,"68
"
2,7234,10,157,57,25,"68
"
2,7235,10,157,59,28,"69
"
2,7236,10,156,61,30,"68
"
2,7237,10,157,62,28,"67
"
2,7238,10,157,63,28,"66
"
2,7239,10,158,63,30,"66
"
2,7240,10,157,65,29,"66
"
2,7241,10,158,65,28,"69
"
2,7242,10,159,65,29,"65
"
2,7243,10,159,65,30,"67
"
2,7244,10,159,67,29,"68
"
2,7245,10,160,67,28,"69
"
2,7246,10,159,71,29,"70
"
2,7247,10,159,70,31,"73
"
2,7248,10,162,73,28,"71
"
2,7249,10,163,73,27,"68
"
2,7250,10,163,75,27,"69
"
2,7251,10,166,75,24,"68
"
2,7252,10,163,76,26,"68
"
2,7253,10,165,76,24,"68
"
2,7254,10,167,78,25,"65
"
2,7255,10,165,78,27,"67
"
2,7256,10,167,79,27,"69
"
2,7257,10,166,81,28,"70
"
2,7258,10,168,83,24,"68
"
2,7259,10,168,85,27,"69
"
2,7260,10,167,86,30,"71
"
2,7261,10,167,88,31,"66
"
2,7262,10,168,88,30,"68
"
2,7263,10,168,90,30,"64
"
2,7264,10,168,91,27,"65
"
2,7265,10,169,91,28,"64
"
2,7266,10,168,90,28,"67
"
2,7267,10,169,91,28,"65
"
2,7268,10,170,91,29,"69
"
2,7269,10,172,94,27,"69
"
2,7270,10,171,95,27,"69
"
2,7271,10,172,97,27,"71
"
2,7272,10,173,98,25,"68
"
2,7273,10,173,100,26,"67
"
2,7274,10,175,100,24,"69
"
2,7275,10,175,100,25,"70
"
2,7276,10,175,103,25,"66
"
2,7277,10,176,102,24,"65
"
2,7278,10,174,101,27,"69
"
2,7279,10,177,104,25,"65
"
2,7280,10,176,106,26,"62
"
2,7281,10,175,107,29,"66
"
2,7282,10,176,108,29,"66
"
2,7283,10,178,110,27,"65
"
2,7284,10,178,111,26,"65
"
2,7285,10,178,114,27,"69
"
2,7286,10,179,116,29,"67
"
2,7287,10,179,116,30,"71
"
2,7288,10,178,116,30,"71
"
2,7289,10,178,118,29,"70
"
2,7290,10,179,119,28,"66
"
2,7291,10,180,119,27,"69
"
2,7292,10,182,120,26,"68
"
2,7293,10,182,121,26,"70
"
2,7294,10,181,121,28,"71
"
2,7295,10,182,123,28,"76
"
2,7296,10,184,124,27,"75
"
2,7297,10,184,127,25,"74
"
2,7298,10,183,129,29,"73
"
2,7299,10,185,130,28,"73
"
2,7300,10,184,131,27,"69
"
2,7301,10,185,131,27,"69
"
2,7302,10,188,133,24,"68
"
2,7303,10,187,133,27,"66
"
2,7304,10,187,134,28,"71
"
2,7305,10,188,135,28,"73
"
2,7306,10,189,138,27,"73
"
2,7307,10,189,141,25,"69
"
2,7308,10,189,142,29,"67
"
2,7309,10,190,144,29,"69
"
2,7310,10,189,145,31,"69
"
2,7311,10,191,146,29,"65
"
2,7312,10,191,146,29,"67
"
2,7313,10,193,145,28,"71
"
2,7314,10,192,147,30,"68
"
2,7315,10,194,149,28,"67
"
2,7316,10,193,148,31,"74
"
2,7317,10,195,151,30,"71
"
2,7318,10,196,153,29,"69
"
2,7319,10,197,153,27,"73
"
2,7320,10,199,154,26,"76
"
2,7321,10,198,157,31,"74
"
2,7322,10,198,157,28,"74
"
2,7323,10,199,158,29,"72
"
2,7324,10,201,158,25,"72
"
2,7325,10,200,160,29,"69
"
2,7326,10,201,162,27,"68
"
2,7327,10,202,161,26,"72
"
2,7328,10,201,164,30,"73
"
2,7329,10,202,164,30,"74
"
2,7330,10,202,168,29,"69
"
2,7331,10,202,168,30,"69
"
2,7332,10,203,170,30,"66
"
2,7333,10,204,169,31,"68
"
2,7334,10,205,171,30,"67
"
2,7335,10,204,173,30,"65
"
2,7336,10,205,174,30,"63
"
2,7337,10,207,173,29,"64
"
2,7338,10,206,176,31,"61
"
2,7339,10,205,176,32,"63
"
2,7340,10,209,177,28,"60
"
2,7341,10,209,178,28,"60
"
2,7342,10,208,182,30,"56
"
2,7343,10,209,182,29,"56
"
2,7344,10,209,185,29,"54
"
2,7565,11,81,1,23,"61
"
2,7565,12,105,1,27,"59
"
2,7566,11,80,1,26,"62
"
2,7566,12,105,1,27,"58
"
2,7567,11,82,2,25,"64
"
2,7567,12,107,2,28,"59
"
2,7568,11,82,2,24,"64
"
2,7568,12,104,1,30,"60
"
2,7569,11,82,2,24,"62
"
2,7569,12,106,1,28,"60
"
2,7570,11,82,3,25,"63
"
2,7570,12,106,2,31,"64
"
2,7571,11,82,2,25,"64
"
2,7571,12,108,2,29,"66
"
2,7572,11,83,3,25,"66
"
2,7572,12,107,4,31,"63
"
2,7573,11,84,4,24,"62
"
2,7573,12,108,5,29,"65
"
2,7574,11,83,5,25,"63
"
2,7574,12,108,7,34,"63
"
2,7575,11,86,6,22,"66
"
2,7575,12,109,8,29,"64
"
2,7576,11,84,7,25,"66
"
2,7576,12,108,9,31,"62
"
2,7577,11,85,9,26,"66
"
2,7577,12,109,11,28,"60
"
2,7578,11,86,11,25,"66
"
2,7578,12,109,11,32,"64
"
2,7579,11,87,13,23,"65
"
2,7579,12,111,12,29,"63
"
2,7580,11,85,12,26,"63
"
2,7580,12,109,11,30,"63
"
2,7581,11,87,14,27,"64
"
2,7581,12,112,12,27,"65
"
2,7582,11,86,13,26,"64
"
2,7582,12,111,14,29,"63
"
2,7583,11,86,14,27,"67
"
2,7583,12,113,13,28,"68
"
2,7584,11,87,13,27,"64
"
2,7584,12,112,15,30,"65
"
2,7585,11,88,16,26,"63
"
2,7585,12,114,17,27,"62
"
2,7586,11,87,16,28,"66
"
2,7586,12,114,18,30,"65
"
2,7587,11,89,18,28,"63
"
2,7587,12,116,20,28,"63
"
2,7588,11,89,19,27,"66
"
2,7588,12,116,20,28,"63
"
2,7589,11,91,22,25,"65
"
2,7589,12,116,21,29,"61
"
2,7590,11,90,22,26,"65
"
2,7590,12,116,21,29,"62
"
2,7591,11,91,23,27,"66
"
2,7591,12,119,22,28,"61
"
2,7592,11,92,23,26,"65
"
2,7592,12,118,22,28,"61
"
2,7593,11,93,23,26,"64
"
2,7593,12,118,23,29,"61
"
2,7594,11,93,24,25,"64
"
2,7594,12,118,24,30,"65
"
2,7595,11,94,25,25,"62
"
2,7595,12,119,26,29,"63
"
2,7596,11,95,25,25,"64
"
2,7596,12,120,27,29,"65
"
2,7597,11,95,27,27,"65
"
2,7597,12,120,30,31,"62
"
2,7598,11,94,29,27,"66
"
2,7598,12,119,31,30,"64
"
2,7599,11,96,30,25,"66
"
2,7599,12,122,31,28,"63
"
2,7600,11,97,32,24,"65
"
2,7600,12,120,31,30,"66
"
2,7601,11,98,32,25,"68
"
2,7601,12,122,31,27,"65
"
2,7602,11,98,33,24,"66
"
2,7602,12,121,32,30,"65
"
2,7603,11,98,35,25,"63
"
2,7603,12,123,33,27,"64
"
2,7604,11,98,36,23,"63
"
2,7604,12,121,35,28,"62
"
2,7605,11,98,35,27,"65
"
2,7605,12,125,36,24,"65
"
2,7606,11,98,36,26,"65
"
2,7606,12,122,36,28,"65
"
2,7607,11,98,37,29,"63
"
2,7607,12,125,38,28,"64
"
2,7608,11,99,37,26,"67
"
2,7608,12,124,38,26,"64
"
2,7609,11,100,39,27,"65
"
2,7609,12,125,40,27,"64
"
2,7610,11,99,40,28,"67
"
2,7610,12,125,41,28,"67
"
2,7611,11,100,41,28,"67
"
2,7611,12,128,43,25,"62
"
2,7612,11,101,41,27,"68
"
2,7612,12,128,42,27,"65
"
2,7613,11,102,44,26,"65
"
2,7613,12,128,43,28,"62
"
2,7614,11,101,43,29,"66
"
2,7614,12,128,43,28,"64
"
2,7615,11,103,45,26,"66
"
2,7615,12,130,45,27,"60
"
2,7616,11,104,44,26,"65
"
2,7616,12,128,45,29,"63
"
2,7617,11,104,46,25,"63
"
2,7617,12,130,46,27,"64
"
2,7618,11,104,47,26,"61
"
2,7618,12,129,47,29,"68
"
2,7619,11,105,48,27,"62
"
2,7619,12,132,49,27,"64
"
2,7620,11,106,48,25,"65
"
2,7620,12,130,49,29,"66
"
2,7621,11,106,51,28,"69
"
2,7621,12,132,51,27,"65
"
2,7622,11,106,52,26,"64
"
2,7622,12,129,52,31,"65
"
2,7623,11,108,53,26,"68
"
2,7623,12,132,52,27,"65
"
2,7624,11,107,54,26,"67
"
2,7624,12,130,52,32,"67
"
2,7625,11,108,54,26,"66
"
2,7625,12,133,53,27,"69
"
2,7626,11,108,56,25,"63
"
2,7626,12,131,55,29,"64
"
2,7627,11,109,56,27,"63
"
2,7627,12,134,55,26,"63
"
2,7628,11,109,57,26,"64
"
2,7628,12,132,57,28,"63
"
2,7629,11,108,58,28,"64
"
2,7629,12,134,55,26,"67
"
2,7630,11,109,59,24,"64
"
2,7630,12,133,57,27,"67
"
2,7631,11,110,60,27,"67
"
2,7631,12,135,59,27,"63
"
2,7632,11,110,58,25,"69
"
2,7632,12,135,59,26,"67
"
2,7633,11,111,62,26,"67
"
2,7633,12,138,62,24,"66
"
2,7634,11,112,63,23,"68
"
2,7634,12,135,62,27,"67
"
2,7635,11,109,64,28,"68
"
2,7635,12,136,65,29,"64
"
2,7636,11,111,66,28,"64
"
2,7636,12,137,64,29,"65
"
2,7637,11,112,66,26,"64
"
2,7637,12,137,66,28,"64
"
2,7638,11,113,66,26,"66
"
2,7638,12,138,66,27,"64
"
2,7639,11,115,67,23,"63
"
2,7639,12,139,68,26,"62
"
2,7640,11,115,66,24,"66
"
2,7640,12,137,65,28,"69
"
2,7641,11,116,68,23,"65
"
2,7641,12,140,68,27,"66
"
2,7642,11,115,69,23,"68
"
2,7642,12,139,69,28,"67
"
2,7643,11,115,71,25,"69
"
2,7643,12,141,73,27,"64
"
2,7644,11,115,71,25,"73
"
2,7644,12,139,72,32,"70
"
2,7645,11,116,74,26,"69
"
2,7645,12,141,73,27,"69
"
2,7646,11,116,75,25,"67
"
2,7646,12,140,75,29,"66
"
2,7647,11,116,75,27,"68
"
2,7647,12,140,73,28,"70
"
2,7648,11,116,76,24,"67
"
2,7648,12,140,77,30,"66
"
2,7649,11,116,78,28,"68
"
2,7649,12,140,75,29,"66
"
2,7650,11,117,78,25,"65
"
2,7650,12,140,77,29,"66
"
2,7651,11,117,79,27,"66
"
2,7651,12,143,78,24,"65
"
2,7652,11,116,79,28,"65
"
2,7652,12,142,78,27,"66
"
2,7653,11,118,79,28,"68
"
2,7653,12,143,78,26,"69
"
2,7654,11,119,79,25,"69
"
2,7654,12,144,81,27,"69
"
2,7655,11,119,83,24,"65
"
2,7655,12,145,84,28,"66
"
2,7656,11,121,83,24,"69
"
2,7656,12,145,84,27,"68
"
2,7657,11,120,84,26,"69
"
2,7657,12,146,87,29,"63
"
2,7658,11,120,85,27,"69
"
2,7658,12,147,86,28,"65
"
2,7659,11,120,87,27,"68
"
2,7659,12,148,89,27,"63
"
2,7660,11,121,86,27,"68
"
2,7660,12,147,88,29,"65
"
2,7661,11,123,88,25,"64
"
2,7661,12,149,89,27,"63
"
2,7662,11,123,87,24,"66
"
2,7662,12,148,87,30,"65
"
2,7663,11,124,89,26,"65
"
2,7663,12,151,92,27,"61
"
2,7664,11,124,88,25,"69
"
2,7664,12,149,90,29,"67
"
2,7665,11,124,91,27,"68
"
2,7665,12,152,93,29,"66
"
2,7666,11,123,92,27,"69
"
2,7666,12,150,94,32,"65
"
2,7667,11,125,93,26,"72
"
2,7667,12,152,96,26,"64
"
2,7668,11,126,94,26,"71
"
2,7668,12,151,95,30,"68
"
2,7669,11,127,97,26,"69
"
2,7669,12,153,97,28,"68
"
2,7670,11,126,96,26,"70
"
2,7670,12,152,97,31,"72
"
2,7671,11,126,97,29,"71
"
2,7671,12,154,100,29,"65
"
2,7672,11,127,96,24,"70
"
2,7672,12,153,99,31,"69
"
2,7673,11,128,98,26,"71
"
2,7673,12,155,102,29,"62
"
2,7674,11,128,100,27,"64
"
2,7674,12,154,99,31,"66
"
2,7675,11,128,100,27,"67
"
